Protein,community_DC,community_CC,community_BC,community_EC,community_PageRank
YOL155C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOL161C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOL165C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR002W,0.6783625730994152,1.119977427543217,0.0042963146422784594,0.2506051628952355,0.022455731977692135
YOR003W,0.5986842105263157,1.1049380146559586,0.0022037015542911978,0.14516039585276858,0.020702651844865055
YOR006C,0.6986944104447165,1.0919306303817287,0.003575350860661755,0.10262807218917662,0.013487232457320128
YOR012W,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR019W,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR022C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR030W,0.7824692327834512,1.1260892984473085,0.006006364400930363,0.1087690064705736,0.011109482490942561
YOR040W,0.7964912280701754,1.1917739059186427,0.005502492657316043,0.11845080732163142,0.015622470533593846
YOR052C,0.7149122807017544,1.165410042702063,0.0035498158490865224,0.14524765054113897,0.02116322445729945
YOR060C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR066W,0.5192982456140351,1.1149723524984076,0.0705631267974985,0.39029943565067354,0.10133667143951537
YOR092W,0.26425438596491224,0.8039323185414516,0.0002457745938866645,0.06583678080766663,0.03838581117210665
YOR107W,0.35526315789473684,0.8793320714373345,0.0005717237082972983,0.09973920418401835,0.025387895768879606
YOR137C,0.4985380116959064,1.0688104822963926,0.0015325552610462089,0.23909197805934243,0.03122836150879367
YOR147W,0.6679907315458458,1.216053902199413,0.004174965103923487,0.18200078057020933,0.015392045215490324
YOR149C,0.6679907315458458,1.216053902199413,0.004174965103923487,0.18200078057020933,0.015392045215490324
YOR172W,0.25087719298245614,0.874641291388031,0.00016481688624811014,0.12366668412499719,0.0321876396033491
YOR190W,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR208W,0.3333333333333333,0.8810857271383588,0.0004847253447286076,0.08294040017541149,0.02736763453027091
YOR221C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR245C,0.5986842105263157,1.1049380146559586,0.0022037015542911978,0.14516039585276858,0.020702651844865055
YOR247W,0.7294926505452821,1.092797494500778,0.004807073823895144,0.12240596638129075,0.01791794756430603
YOR291W,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR296W,0.644736842105263,1.053932244404114,0.0028117772935132477,0.15010523765511435,0.030514395290611014
YOR302W,0.5388471177944862,0.9608315379091001,0.0017739438272341634,0.1268370164684312,0.026131025972678048
YOR303W,0.5526315789473684,1.079036783846965,0.0011995741687372086,0.3584583011544533,0.09066374011974299
YOR315W,0.45964912280701753,0.9921540565640736,0.0005476947157027815,0.2376588731708869,0.04895900904248556
YOR328W,0.5535087719298245,1.1276549153495985,0.0019348000850467307,0.11239562119954222,0.02614603324220907
YOR342C,0.7824692327834512,1.133723060182793,0.006006364400930363,0.11355828333448567,0.011038922644793989
YOR349W,0.6291866028708133,1.0820579146730462,0.18332974299862229,0.1942378269613237,0.07793242913898688
YOR372C,0.3840852130325814,0.9781917383758675,0.00028449367371850793,0.19467703718448118,0.07314583771630319
YOR382W,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR383C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR384W,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YOR390W,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YPL036W,0.3333333333333333,0.8420078419084119,0.0003025992911656412,0.21774984097537634,0.03948779138912363
YPL054W,0.39561403508771925,0.9088176410683702,0.0005257996064609202,0.20014791789618902,0.03800132469315897
YPL056C,0.6783625730994152,1.119977427543217,0.0042963146422784594,0.2506051628952355,0.022455731977692135
YPL057C,0.7372408293460925,1.152947589794676,0.003256525958530524,0.18228586671531852,0.030027140796492838
YPL064C,0.769736842105263,1.2375676399463018,0.005567246198913567,0.23937921123976813,0.025633281370955573
YPL065W,0.5207017543859649,1.0340438800965117,0.024223322344509066,0.2746004003651191,0.05108338283152121
YPL066W,0.5269423558897243,1.0039270324935146,0.00028449367371850793,0.4530760209991057,0.11849286612408412
YPL067C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YPL068C,0.6679907315458458,1.216053902199413,0.004174965103923487,0.18200078057020933,0.015392045215490324
YPL072W,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YPL075W,0.7872807017543859,1.1566923470648454,0.005930223406938329,0.10356988368653443,0.014818214174543001
YPL089C,0.6228070175438596,1.0195782994313571,0.006672350993582076,0.11005135888223203,0.025144204075502913
YPL113C,0.6868586560741476,1.2203946065401174,0.004174965103923487,0.1984956038391492,0.0223552187786865
YPL135W,0.38784461152882205,0.86232670837934,0.0718338182527188,0.3330934974599698,0.043439234256020635
YPL156C,0.5707017543859649,1.0410106903241914,0.002497803985190571,0.15789178971782072,0.023295017805437617
YPL158C,0.45850202429149794,0.9491490989053013,0.001031176801730289,0.2935296042271635,0.043440256562418934
YPL163C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YPL179W,0.41666666666666663,0.8483503366229996,0.0003025992911656412,0.38277167940323553,0.06525778440473995
YPL184C,0.5851393188854489,0.974905452253388,0.001887961896969785,0.10900656101604275,0.030812857093946985
YPL196W,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
YPL202C,0.9605263157894737,1.4536050040713597,0.01449419432718284,0.17953811169040634,0.020472697415429703
