Protein,cellular_component,Intracellular anatomical structure,Organelle,Intracellular organelle,membrane-bounded organelle,Intracellular membrane-bounded organelle,Cytoplasm,GO:0044464,GO:0005623,GO:0044424,GO:0044444,Nucleus,Cytosol,Cellular anatomical entity,Mitochondrion,Membrane,protein-containing complex,non-membrane-bounded organelle,Intracellular non-membrane-bounded organelle,Catalytic complex,Cell periphery,Extracellular region,Intracellular protein-containing complex,Plasma membrane,Transferase complex,Organelle lumen,membrane-enclosed lumen,Intracellular organelle lumen,Nuclear protein-containing complex,Membrane protein complex,Endomembrane system,Chromosome,Ribosome,Endoplasmic reticulum,Organelle membrane,Intrinsic component of membrane,Integral component of membrane,"Transferase complex, transferring phosphorus-containing groups",GO:0031975,Vacuole,Organelle envelope,External encapsulating structure,Cytoskeleton,Cell wall,Peptidase complex,Vesicle,Nuclear lumen,Chromatin,Microbody,Peroxisome,Oxidoreductase complex,ATPase complex,Ribonucleoprotein complex,Spanning component of plasma membrane,Endopeptidase complex,Nucleoplasm,Bounding membrane of organelle,Supramolecular complex,Proteasome complex,Peptidase inhibitor complex,Protease inhibitor complex,Golgi apparatus,Plasma membrane protein complex,Intracellular vesicle,Cytoplasmic vesicle,Mitochondrial envelope,Mitochondrial matrix,Mitochondrial membrane,Transporter complex,RNA polymerase complex,Organelle subcompartment,Protein kinase complex,Chromosomal region,Cell surface,Nuclear envelope,Endoplasmic reticulum subcompartment,Cell cortex,Nuclear outer membrane-endoplasmic reticulum membrane network,Endoplasmic reticulum membrane,Microtubule cytoskeleton,Organelle inner membrane,Transmembrane transporter complex,Nucleoid,DNA packaging complex,GTPase complex,protein-DNA complex,Phosphatase complex,Cell junction,TOR complex,Mitochondrial protein-containing complex,Endosome,Supramolecular polymer,Supramolecular fiber,Lytic vacuole,Extracellular space,Cell projection,Endoplasmic reticulum protein-containing complex,Mitochondrial nucleoid,Mitochondrial chromosome,Respirasome,Ubiquitin ligase complex,Mitochondrial inner membrane,Nucleolus,Synapse,Acetyltransferase complex,Plasma membrane bounded cell projection,Ribosomal subunit,Polymeric cytoskeletal fiber,Actin cytoskeleton,Respiratory chain complex,"chromosome, centromeric region",Nuclear chromosome,Lysosome,Histone deacetylase complex,Presynapse,Outer membrane,Cortical cytoskeleton,DNA repair complex,Protein acetyltransferase complex,Microtubule,Vacuolar membrane,SWI/SNF superfamily-type complex,serine/threonine protein kinase complex,Nuclear pore,TORC1 complex,Plastid,Extracellular organelle,Protein serine/threonine phosphatase complex,Histone acetyltransferase complex,Cytoplasmic region,Extracellular membrane-bounded organelle,Extracellular vesicle,Endonuclease complex,Endoribonuclease complex,Tubulin complex,Condensed chromosome,magnesium-dependent protein serine/threonine phosphatase complex,Vesicle membrane,Extrinsic component of membrane,Polysome,Intrinsic component of plasma membrane,Microtubule organizing center,Cytoplasmic vesicle membrane,Nucleosome,Integral component of plasma membrane,Organelle outer membrane,Organellar ribosome,DNA polymerase complex,Cytosolic ribosome,Mitochondrial outer membrane,Late endosome,Mitochondrial ribosome,Cytochrome complex,Ribonucleoprotein granule,Extracellular exosome complex,Extracellular exosome,Chloroplast,DNA-directed RNA polymerase complex,cullin-RING ubiquitin ligase complex,Methyltransferase complex,Cell cortex region,Presynaptic active zone,Nuclear DNA-directed RNA polymerase complex,Cytoplasmic ribonucleoprotein granule,Large ribosomal subunit,Presynaptic cytoskeleton,Presynaptic active zone cytoplasmic component,Cytoskeleton of presynaptic active zone,"chromosome, telomeric region",Spindle,Nuclear ubiquitin ligase complex,Receptor complex,Small ribosomal subunit,Nuclear membrane,Extracellular matrix,Coated vesicle,Vesicle tethering complex,Mitochondrial respirasome,Neuron projection,SAGA-type complex,Lipid droplet,Endocytic vesicle,Proteasome accessory complex,Apical part of cell,Proteasome regulatory particle,Glucose transporter complex,Site of polarized growth,SAGA complex,Secretory vesicle,Apical complex,Transcription preinitiation complex,Golgi apparatus subcompartment,NADH dehydrogenase complex,Catalase complex,Spliceosomal complex,Endosome membrane,Membrane coat,Coated membrane,Plasma membrane signaling receptor complex,Inner mitochondrial membrane protein complex,Heterochromatin,"Condensed chromosome, centromeric region",Kinetochore,Membrane microdomain,Sin3-type complex,trans-Golgi network,Septin cytoskeleton,Translation initiation complex,Spindle pole body,Intrinsic component of organelle membrane,SWI/SNF complex,Respiratory chain complex IV,Glycoprotein complex,Protein phosphatase type 2A complex,Nuclear periphery,Ion channel complex,Membrane raft,Integral component of organelle membrane,Rough endoplasmic reticulum,P-body,Microtubule associated complex,Preribosome,Transport vesicle,Mucus layer,Inclusion body,nucleotide-activated protein kinase complex,Periplasmic space,SNARE complex,ESCRT complex,Replication fork,INO80-type complex,Respiratory chain complex III,Superoxide dismutase complex,Transcription elongation factor complex,Actin filament,Efflux pump complex,RNA polymerase I complex,ribonucleoside-diphosphate reductase complex,Multivesicular body,ISWI-type complex,Myosin complex,Cell pole,Golgi membrane,sno(s)RNA-containing ribonucleoprotein complex,Axon,Ire1 complex,Cortical actin cytoskeleton,Golgi-associated vesicle,Autophagosome,Rough endoplasmic reticulum membrane,Cytoplasmic stress granule,Clathrin coat,Cell tip,Outer mitochondrial membrane protein complex,Organelle membrane contact site,Endoplasmic reticulum lumen,Immunoglobulin complex,Mediator complex,Cohesin complex,Signal recognition particle,Sin3 complex,Translocon complex,Septin complex,Chaperone complex,Tricarboxylic acid cycle enzyme complex,Nonhomologous end joining complex,Mannosyltransferase complex,Mitotic spindle,Respiratory chain complex II,Telomere cap complex,"chromosome, telomeric repeat region",Clathrin complex,Histone methyltransferase complex,Calcineurin complex,Nuclear telomere cap complex,Endoplasmic reticulum tubular network,TORC2 complex,SCF ubiquitin ligase complex,Cortical endoplasmic reticulum,Distal axon,Succinate dehydrogenase complex,Neuron projection terminus,anaphase-promoting complex,Phosphatidylinositol 3-kinase complex,Shelterin complex,Pyruvate dehydrogenase complex,Vacuolar lumen,Cytosolic large ribosomal subunit,Glutamate dehydrogenase complex,Early endosome,CHRAC,Cellular bud,Plasma membrane region,Enzyme activator complex,Phagocytic vesicle,Messenger ribonucleoprotein complex,Mre11 complex,Anchoring junction,Mating projection,Ubiquitin conjugating enzyme complex,Axon terminus,COPII-coated ER to Golgi transport vesicle,Ino80 complex,Delta1 complex,Actin cortical patch,protein-lipid complex,Golgi transport complex,Sm-like protein family complex,Germ tube,Storage vacuole,clathrin-coated vesicle,Endocytic patch,SUMO ligase complex,Septin ring,Cell division site,Terminal bouton,Endoplasmic reticulum chaperone complex,Nuclear body,Cation channel complex,Swr1 complex,Cytosolic small ribosomal subunit,Set3 complex,Small nuclear ribonucleoprotein complex,Coated vesicle membrane,Vesicle coat,NF-kappaB complex,DNA helicase complex,mitochondria-associated endoplasmic reticulum membrane,G protein-coupled receptor complex,Centrosome,Cellular bud neck,Organelle envelope lumen,cell-cell junction,Lytic vacuole membrane,"RNA polymerase II, holoenzyme",DNA polymerase processivity factor complex,PCNA complex,TRAMP complex,Intrinsic component of mitochondrial membrane,Polyketide synthase complex,Nucleocytoplasmic transport complex,Nuclear inner membrane,Filamentous actin,glycerol-3-phosphate dehydrogenase complex,Growth factor complex,Cilium,Hyphal tip,Dynein complex,Fatty acid synthase complex,fungal-type vacuole,CCR4-NOT complex,Ribonuclease P complex,plant-type cell wall,Nrd1 complex,Multiple synapse bouton,Hemoglobin complex,Replisome,Stress fiber,Condensed nuclear chromosome,Actin filament bundle,Integral component of mitochondrial membrane,Cdc73/Paf1 complex,90S preribosome,ERMES complex,Palmitoyltransferase complex,Rpd3L complex,Exocyst,Intrinsic component of mitochondrial inner membrane,PcG protein complex,Mitochondrial intermembrane space,Mitochondrial inner membrane peptidase complex,HDA1 complex,Exoribonuclease complex,Somatodendritic compartment,Eukaryotic translation initiation factor 2 complex,beta-galactosidase complex,Exocytic vesicle,Integral component of mitochondrial inner membrane,Side of membrane,Golgi trans cisterna,Eukaryotic translation initiation factor 3 complex,THO complex,Formate dehydrogenase complex,Cargo receptor complex,exon-exon junction complex,Dihydrolipoyl dehydrogenase complex,"chromosome, subtelomeric region",Kinesin complex,Dendritic tree,Dendrite,Nascent polypeptide-associated complex,Extrinsic component of plasma membrane,Condensin complex,Dinoflagellate epicone,COPI-coated vesicle,Spindle pole,Retromer complex,Cell body,Cytoplasmic side of membrane,Euchromatin,Golgi stack,CAF-1 complex,Golgi-associated vesicle membrane,Pyruvate kinase complex,"Multiple synapse bouton, contacting multiple dendrites",Spore wall,Late endosome membrane,Cytoplasmic side of plasma membrane,PRC1 complex,nucleotide-excision repair complex,Extrinsic component of cytoplasmic side of plasma membrane,AP-type membrane coat adaptor complex,Heterotrimeric G-protein complex,collagen-containing extracellular matrix,Proteasome core complex,Perinuclear region of cytoplasm,Spindle microtubule,Cellular bud neck septin ring,Cellular bud neck septin structure,Cleavage apparatus septin structure,amyloid-beta complex,RNA cap binding complex,Spliceosomal snRNP complex,Gin4 complex,Mismatch repair complex,TIM23 mitochondrial import inner membrane translocase complex,Protein kinase CK2 complex,proton-transporting two-sector ATPase complex,Secondary lysosome,guanyl-nucleotide exchange factor complex,small-subunit processome,proton-transporting ATP synthase complex,Protein complex involved in cell adhesion,cyclin-dependent protein kinase holoenzyme complex,COPI-coated vesicle membrane,Perinuclear endoplasmic reticulum,single-stranded DNA-binding protein complex,Ribonuclease MRP complex,Nuclear replication fork,COPI vesicle coat,cAMP-dependent protein kinase complex,Mitochondrial outer membrane translocase complex,Secretory granule,Acid phosphatase complex,acetyl-CoA carboxylase complex,Pore complex,Phagolysosome,Recycling endosome,Lysosomal membrane,gamma-tubulin complex,Eisosome,HOPS complex,Bcl-2 family protein complex,NADPH oxidase complex,MCM complex,Cvt complex,Clathrin adaptor complex,Myb complex,N-terminal protein acetyltransferase complex,Set1C/COMPASS complex,fungal-type cell wall,Endolysosome,Microbody membrane,Peroxisomal membrane,Contractile ring,Outer kinetochore,Endoplasmic reticulum exit site,MICOS complex,Ragulator complex,Mating projection tip,aminoacyl-tRNA synthetase multienzyme complex,Thylakoid,ESCRT III complex,ATPase dependent transmembrane transport complex,Synaptic vesicle,Transcription export complex,Nuclear replisome,Creatine kinase complex,Prp19 complex,DNA replication factor A complex,Noc complex,Intrinsic component of endoplasmic reticulum membrane,Integral component of endoplasmic reticulum membrane,Isw1 complex,Prefoldin complex,Extrachromosomal DNA,Nuclear cyclin-dependent protein kinase holoenzyme complex,BAX complex,ATP-binding cassette (ABC) transporter complex,Nuclear pore outer ring,Origin recognition complex,Retrotransposon nucleocapsid,DASH complex,MAD1 complex,Phosphopyruvate hydratase complex,Lipoprotein particle,Ubiquinone biosynthesis complex,Glycine cleavage complex,Cytoplasmic microtubule,carboxy-terminal domain protein kinase complex,Ferritin complex,gamma-secretase complex,Photosynthetic membrane,Rpd3S/Clr6-CII complex,Intracellular immature spore,pre-replicative complex,plant-type vacuole,ascospore-type prospore,Prospore membrane,Synaptonemal complex,Synaptonemal structure,TOM complex,Actomyosin contractile ring,protein-cysteine S-palmitoyltransferase complex,FACT complex,Endoplasmic reticulum palmitoyltransferase complex,Phagophore assembly site,GARP complex,clathrin-coated endocytic vesicle,Intermediate filament,Serine C-palmitoyltransferase complex,Intermediate filament cytoskeleton,"preribosome, small subunit precursor",Apical junction complex,H4 histone acetyltransferase complex,Extrachromosomal circular DNA,NMS complex,SPOTS complex,Unconventional myosin complex,Plasma lipoprotein particle,Noc4p-Nop14p complex,mRNA cap binding complex,Chromatin silencing complex,Postsynapse,Chromosome passenger complex,Calcium channel complex,Apoplast,Atg1/ULK1 kinase complex,Subapical complex,Phagophore,Nuclear pore inner ring,"1,3-beta-D-glucan synthase complex",TRAPP complex,TIM22 mitochondrial import inner membrane insertion complex,Polarisome,Rix1 complex,Dbf4-dependent protein kinase complex,U1 snRNP,Oligosaccharyltransferase complex,Cell envelope,Glial cell projection,Transcription export complex 2,Plastid envelope,Terminal loop,DNA gyrase complex,Dynactin complex,Microbody lumen,Peroxisomal matrix,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex",Transforming growth factor beta complex,RQC complex,Ubiquitin activating enzyme complex,MutS complex,CORVET complex,ESCRT I complex,nucleus-vacuole junction,Ndc80 complex,Eukaryotic translation initiation factor 4F complex,Extrachromosomal rDNA circle,U2 snRNP,Caspase complex,Cytosolic region,Site of DNA damage,Prospore contractile ring,Mpp10 complex,"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",Laminated body,Complex laminated body,Midbody,SMC loading complex,Peroxisomal importomer complex,clathrin-coated pit,gamma-tubulin small complex,cyclin/CDK positive transcription elongation factor complex,Sec61 translocon complex,Glucosidase complex,m-AAA complex,Actomyosin,chaperonin-containing T-complex,Endoplasmic reticulum-Golgi intermediate compartment,Plastid membrane,Nuclear pore linkers,"Signal recognition particle, endoplasmic reticulum targeting",Transport vesicle membrane,H4/H2A histone acetyltransferase complex,Dendritic spine,Neuron spine,low-density lipoprotein particle,NuA4 histone acetyltransferase complex,i-AAA complex,phospholipid-translocating ATPase complex,ESCRT-0 complex,SUMO-targeted ubiquitin ligase complex,Host cellular component,light-harvesting complex,Nuclear RNA export factor complex,Microtubule end,trans-Golgi network transport vesicle,Biofilm matrix,Nuclear cap binding complex,DNA replication preinitiation complex,Thylakoid membrane,Vacuolar transporter chaperone complex,plant-type vacuole membrane,clathrin-coated vesicle membrane,Heterochromatin domain,Clathrin vesicle coat,COP9 signalosome,interleukin-12 complex,Potassium channel complex,Lewy body,Mitochondrial processing peptidase complex,Pericentric heterochromatin,Seh1-associated complex,Photosystem,Glutamate synthase complex,Pole plasm,U5 snRNP,Metallochaperone complex,Syp1 complex,Germ plasm,tRNA methyltransferase complex,Ski complex,Cajal body,GO:0000803,Signal peptidase complex,L-cysteine desulfurase complex,HIR complex,Epsilon DNA polymerase complex,Pigment granule,Nuclear lamina,Integrin complex,Nuclear membrane protein complex,RNAi effector complex,IgG immunoglobulin complex,IgM immunoglobulin complex,Aster,Las1 complex,Box C/D RNP complex,RENT complex,fungal-type vacuole membrane,mRNA cleavage factor complex,MLL1 complex,MLL1/2 complex,SAM complex,Spindle midzone,Golgi cisterna,Nuclear speck,Eukaryotic translation initiation factor 2B complex,Chloroplast envelope,Golgi lumen,NoRC complex,Microtubule plus-end,Root hair,"Multiple synapse bouton, contacting single dendrite",NatA complex,CBF3 complex,Ferroxidase complex,iron-sulfur cluster assembly complex,ER membrane insertion complex,Sarcoplasm,DNA-dependent protein kinase complex,Myosin V complex,Melanosome,Mitochondrial crista,GATOR1 complex,Site of double-strand break,Asi complex,ERCC4-ERCC1 complex,RES complex,Kinetoplast,Aggresome,Cell projection membrane,Leaflet of membrane bilayer,Kinetochore microtubule,DNA replication factor C complex,Inner kinetochore,Cdc42 GTPase complex,mRNA cleavage and polyadenylation specificity factor complex,Nuclear matrix,GINS complex,Type III intermediate filament,Smooth endoplasmic reticulum,P-TEFb complex,TTT complex,interleukin-23 complex,Sarcolemma,Glycosome,Mitotic checkpoint complex,XPC complex,Tight junction,Basement membrane,Urease complex,MIS12/MIND type complex,Fatty acid elongase complex,GTPase activator complex,Chloroplast membrane,Monopolin complex,CMG complex,vacuole-mitochondrion membrane contact site,B875 antenna complex,ESCRT II complex,"light-harvesting complex, core complex",Replication fork protection complex,Anchored component of membrane,Endocytic vesicle membrane,Astral microtubule,Myosin II complex,Cul4-RING E3 ubiquitin ligase complex,NatB complex,RecQ family helicase-topoisomerase III complex,Electron transfer flavoprotein complex,Sarcoplasmic reticulum,T-tubule,Nucleolar preribosome,Checkpoint clamp complex,Nuclear pore transmembrane ring,Plasma membrane light-harvesting complex,DNA methyltransferase complex,Inflammasome complex,TSC1-TSC2 complex,Plasma membrane-derived chromatophore,Box H/ACA RNP complex,Exomer complex,PML body,Acetolactate synthase complex,Cell septum,RISC complex,Meiotic spindle,Mitochondrial permeability transition pore complex,Box H/ACA snoRNP complex,DSIF complex,Type III protein secretion system complex,UFD1-NPL4 complex,T cell receptor complex,Neuromuscular junction,BAK complex,GID complex,Pwp2p-containing subcomplex of 90S preribosome,cell-cell contact zone,3-isopropylmalate dehydratase complex,Haustorium,ESC/E(Z) complex,Lateral element,Cell leading edge,Cleavage furrow,glutamate-cysteine ligase complex,Apicoplast,Microtubule organizing center attachment site,Rad6-Rad18 complex,Intramolecular phosphotransferase complex,Pilus,Photosystem II,Phosphomannomutase complex,Focal adhesion,cell-substrate junction,pre-primosome complex,Mitochondrial alpha-ketoglutarate dehydrogenase complex,Endoplasmic reticulum-plasma membrane contact site,Mitochondrial tricarboxylic acid cycle enzyme complex,Extracellular non-membrane-bounded organelle,Plasma membrane raft,Granular component,Laminin complex,Clathrin coat of endocytic vesicle,Glutaminase complex,AP-2 adaptor complex,clathrin-coated endocytic vesicle membrane,U2AF complex,RNA-directed RNA polymerase complex,Prespliceosome,H3 histone acetyltransferase complex,Clathrin coat of coated pit,DNA bending complex,COMA complex,methionine-importing complex,UTP-C complex,NatC complex,methionine-importing ABC transporter complex,Autolysosome,high-affinity iron permease complex,Endodeoxyribonuclease complex,Nuclear MIS12/MIND complex,pyrophosphate-dependent phosphofructokinase complex,Signal recognition particle receptor complex,ASTRA complex,Mitosome,Contractile fiber,CTDK-1 complex,Plastid stroma,GET complex,Dense fibrillar component,Mitochondrial pyruvate dehydrogenase complex,Central vacuole,U6 snRNP,Cytosolic proteasome complex,Lsm2-8 complex,Holliday junction resolvase complex,IgA immunoglobulin complex,Cul4A-RING E3 ubiquitin ligase complex,Glucosidase II complex,Myofibril,low-density lipoprotein receptor complex,tRNA-intron endonuclease complex,Smc5-Smc6 complex,AP-1 adaptor complex,Metaphase plate,Survivin complex,Amino acid transport complex,Clathrin coat of trans-Golgi network vesicle,Septin collar,CURI complex,trans-Golgi network transport vesicle membrane,Proteasome storage granule,Lysosomal lumen,P granule,Centriole,Mitochondrial crista junction,Integrator complex,Integral component of Golgi membrane,Intrinsic component of Golgi membrane,Autophagosome membrane,Nuclear RNA-directed RNA polymerase complex,"preribosome, large subunit precursor",AP-3 adaptor complex,EKC/KEOPS complex,Meiotic cohesin complex,Lsd1/2 complex,dolichyl-phosphate-mannose-protein mannosyltransferase complex,Insulin receptor complex,Mitotic spindle pole body,Caveola,Organellar large ribosomal subunit,Spliceosomal tri-snRNP complex,Mitochondrial large ribosomal subunit,Protein tyrosine phosphatase complex,mRNA editing complex,Nitrate reductase complex,actin-based cell projection,UBC13-MMS2 complex,Sulfurtransferase complex,Pollen tube,B cell receptor complex,Mitochondrial ribonuclease P complex,ATPase inhibitor complex,Nuclear microtubule,Glyoxysome,Dosage compensation complex,Primary cell wall,Synaptic membrane,Phosphatidylinositol phosphate phosphatase complex,U4/U6 x U5 tri-snRNP complex,Microvesicle,BRCA1-C complex,SMAD protein complex,Fibrillar center,Golgi cis cisterna,DNA ligase IV complex,Cytoplasmic ubiquitin ligase complex,Neurotransmitter receptor complex,Hyphal cell wall,Chloride channel complex,BAT3 complex,Chloroplast stroma,Isw1a complex,voltage-gated calcium channel complex,Cell trailing edge,Uropod,Brahma complex,ER to Golgi transport vesicle membrane,t-UTP complex,Mon1-Ccz1 complex,Neurofibrillary tangle,Endoplasmic reticulum quality control compartment,CST complex,U2-type spliceosomal complex,"PAM complex, Tim23 associated import motor",Shu complex,NURF complex,nitric-oxide synthase complex,Ribulose bisphosphate carboxylase complex,Spectrin,Ribonuclease H2 complex,Ryanodine receptor complex,COPII vesicle coat,Collagen beaded filament,Cytoplasmic dynein complex,DPS complex,Tripartite attachment complex,Ascospore wall,Macronucleus,Microfibril,calcium- and calmodulin-dependent protein kinase complex,GAIT complex,Plasma membrane bounded cell projection cytoplasm,Sarcoplasmic reticulum membrane,Nuclear envelope lumen,Cytosolic pyruvate dehydrogenase complex,Dendritic shaft,dolichol-phosphate-mannose synthase complex,Ctf18 RFC-like complex,Telomerase holoenzyme complex,GO:0000805,Growth cone,protein-carbohydrate complex,Contractile actin filament bundle,Nuclear membrane microtubule tethering complex,Slx1-Slx4 complex,Cvt vesicle,Meiotic nuclear membrane microtubule tethering complex,RAVE complex,Nuclear proteasome complex,R2TP complex,Nem1-Spo7 phosphatase complex,Spine apparatus,DUBm complex,PTEN phosphatase complex,SMN complex,SMN-Sm protein complex,Gemini of coiled bodies,Axoneme,"Phosphatidylinositol 3-kinase complex, class III",Ciliary plasm,Chitosome,Dehydrodolichyl diphosphate synthase complex,Polytene chromosome,Apical plasma membrane,Sarcomere,STING complex,Mannan polymerase complex,TRC complex,Biotin carboxylase complex,INA complex,U4 snRNP,Brush border,Fumarate reductase complex,Glutathione synthase complex,CENP-A containing nucleosome,Plastid inner membrane,CENP-A containing chromatin,voltage-gated potassium channel complex,"chromosome, centromeric core domain",Transverse filament,9+0 non-motile cilium,SLIK (SAGA-like) complex,Chloroplast inner membrane,Xylanosome,Oxoglutarate dehydrogenase complex,Cluster of actin-based cell projections,insulin-responsive compartment,CIA complex,Arbuscule,Lamellipodium,DNA recombinase mediator complex,MHC class I peptide loading complex,Ammonium transmembrane transporter complex,IkappaB kinase complex,Mitochondrial fatty acid beta-oxidation multienzyme complex,Ruffle,Hydrogenosome,monolayer-surrounded lipid storage body,Neutrophil extracellular trap,Nitrogenase complex,cyclin-dependent protein kinase activating kinase holoenzyme complex,carbamoyl-phosphate synthase complex,Fatty acid beta-oxidation multienzyme complex,Fibrinogen complex,Symplast,New mitotic spindle pole body,Secondary cell wall,Sorting endosome,NELF complex,ATAC complex,triglyceride-rich plasma lipoprotein particle,Membrane fusion priming complex,Translation repressor complex,interleukin-35 complex,Glycogen granule,Fanconi anaemia nuclear complex,FAR/SIN/STRIPAK complex,BLOC complex,Rhoptry,Translation release factor complex,GATOR2 complex,ATR-ATRIP complex,mRNA cleavage stimulating factor complex,Cus cation efflux complex,Chiasma,penta-snRNP complex,Dom34-Hbs1 complex,Apolipoprotein B mRNA editing enzyme complex,Silver ion transmembrane transporter complex,Photosystem I,Organellar small ribosomal subunit,very-low-density lipoprotein particle,MutSbeta complex,PAN complex,Food vacuole,Tic complex,Mitochondrial small ribosomal subunit,Translation preinitiation complex,Copper ion transmembrane transporter complex,Dcp1-Dcp2 complex,Rab-protein geranylgeranyltransferase complex,Mitochondrial respiratory chain complex III,MIB complex,Isw1b complex,DNA replication termination region,glutamyl-tRNA(Gln) amidotransferase complex,Protein phosphatase type 1 complex,Apoptosome,Presynaptic density,Respiratory chain complex I,Type III polyketide synthase complex
Q0045,1,1,1,1,1,1,1,0.666666667,0.666666667,0.148,0.148,0.4034,0.2962,1,1,0.9314,0.8836,0.4486,0.4488,0.383,0.5414,0.1902,0.2664,0.5266,0.23,0.476,0.476,0.476,0.359,0.8836,0.1534,0.4568,0.397,0.1762,0.8744,0.8724,0.8722,0.2286,0.878,0.1924,0.8782,0.173,0.1688,0.149,0.208,0,0.1488,0.1572,0,0,0.412,0.236,0.3172,0.425863991,0,0,0.2106,0.1518,0,0.32677442,0.327125791,0,0.152,0,0,0.8842,0.5536,0.8842,0.375,0.1456,0,0,0.1568,0,0,0,0,0,0,0,0.8826,0.3958,0.555,0,0,0,0,0,0,0.8848,0,0,0,0,0,0,0,0.5632,0.5634,0.9024,0,0.8846,0,0,0,0,0.283,0,0,0.902,0.1348,0.13,0,0,0,0.3032,0,0,0,0,0,0,0,0,0,0.554537885,0,0,0,0,0,0,0.377525253,0.2404,0,0,0,0,0,0.1608,0,0,0,0,0,0.2458,0.4246,0.1636,0.1666,0.2466,0,0.4226,0.9028,0.1532,0,0,0.561728395,0,0,0,0,0,0,0.1058,0.198,0,0,0,0,0,0,0,0.1946,0,0,0,0,0.8742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548546691,0.237354086,0,0,0,0,0,0.8636,0,0,0,0,0,0,0,0.31951074,0,0.2072,0,0.8994,0,0,0,0,0,0.1632,0,0.1116,0,0,0,0.45122515,0,0,0,0,0,0,0,0.4512,0.337985172,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1714,0.1028,0,0.199603175,0,0,0,0,0,0,0.1302,0.2702,0,0,0,0.2516,0,0,0,0,0,0,0,0,0,0,0,0.2556,0,0,0,0,0.1228,0,0,0.162871144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2178,0,0,0,0,0,0,0.2322,0,0,0,0,0,0,0,0,0,0,0,0,0.3242,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.2334,0,0.2254,0,0,0.1714,0,0,0,0,0.1914,0,0,0,0,0,0,0.235071985,0.1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270157068,0,0,0,0,0,0,0,0,0,0.197172335,0,0,0,0,0,0,0,0,0,0,0,0.2386,0,0.2566,0,0,0,0.2584,0,0,0,0,0,0,0,0,0,0.1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1588,0,0,0.150671308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213001912,0,0,0,0,0,0,0,0,0,0,0.238272756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1454,0,0,0,0,0,0,0.519705341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240968343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197582038,0.310905893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1222,0,0,0,0,0,0,0,0.155,0,0,0,0,0,0,0.1056,0,0.1056,0,0.1734,0,0,0,0,0,0,0.3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277806518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670863309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211626934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341027121,0,0,0,0,0,0,0.2202,0,0,0,0,0,0,0,0,0
